,Course Name,State,County,City,Street,Zip Code,Website,Email,Phone,Green Fees Weekend,Green Fees Weekday,Year Built,Annual Rounds,Manager,Club Pro,Superintendant,Guest Policy,Holes
8132,Bootheel Golf Club,MO,Scott,Sikeston,1218 N Ingram Rd,63801-9093,,,573-472-6111,$32.00,$26.00,1996,"20,000 (estimated)",Jeff Ketterman,Jeff Ketterman,Kenny Bramlett,Open,18
8133,Sikeston Country Club,MO,Scott,Sikeston,Hwy 60 E,63801-,,,573-472-4225,$28.00,$18.00,1940,"28,000 (estimated)",Kevin Collins,Kevin Collins,Robert McGee,Open,18
8134,Outlaw Course at Paradise Pointe Golf Complex,MO,Clay,Smithville,18212 Golf Course Rd,64089-8686,,,816-532-4100,$24.00,$22.50,1994,"65,000 (estimated)",John Marquardt,Darrell Taylor,Pat Thomas,Open,36
8135,Posse Course at Paradise Pointe Golf Complex,MO,Clay,Smithville,18212 Golf Course Rd,64089-8686,,,816-532-4100,$22.00,$20.50,1980,"65,000 (estimated)",John Marquardt,Darrell Taylor,Pat Thomas,Open,36
8136,Bill & Payne Stewart Municipal Golf Course,MO,Greene,Springfield,1825 E Norton Rd,65803-4768,,city@ci.springfield.mo.us,417-833-9962,$17.00,$12.00,1943,N/A,Shawn Freeman,Shawn Freeman,Charles Gregery,Open,18
8137,Deer Lake Golf Club,MO,Greene,Springfield,5544 W State Hwy 266,65802-9610,,,417-865-8888,$23.00,$13.00,1991,N/A,Don Spering,Dale Fisher,Kenny Baker,Open,18
8138,Hickory Hills Country Club,MO,Greene,Springfield,3909 E Farm Rd 136,65809-1509,,,417-869-3878,$100.00,$100.00,1932,"18,663 (estimated)",Rick Neal,Rick Neal,Karl Anderson,Reciprocal,18
8139,Highland Springs Country Club,MO,Greene,Springfield,5400 S Highland Springs Blvd,65809-,http://www.highlandsprings.com,mark@highlandsprings.com,417-886-0412,$135.00,$125.00,1989,"28,000 (estimated)",Brian Malony,Steve Harrison,Ken Smith,Reciprocal,18
8140,Horton Smith Municipal Golf Course,MO,Greene,Springfield,2409 S Scenic Ave,65807-3219,,city@ci.springfield.mo.us,417-891-1639,$17.00,$12.00,1962,"50,000 (estimated)",Allan Cummins,Sam Tahhan,John Kensinger,Open,18
8141,Millwood Golf & Racquet Club,MO,Greene,Springfield,6000 S Ae Hwy,65809-,http://www.millwoodgolf.com,millwoodgolf@aol.com,417-889-2889,$59.95,$59.95,1996,"36,000 (estimated)",Dan Schumacher,Chris Obert,Kirbey Joy,Only with a Member,18
8142,Pitch and Putt Course at Oscar Blom Municipal Golf Course,MO,Greene,Springfield,1825 E Norton Rd,65803-4768,,city@ci.springfield.mo.us,417-833-9962,$10.00,$10.00,,"50,000 (estimated)",Shawn Freeman,Shawn Freeman,Charles Gregery,Open,9
8143,Rivercut Golf Course,MO,Greene,Springfield,2350 W Farm Rd 190,65810-2304,,,417-891-1645,$35.00,$30.00,1998,"20,000 (estimated)",Dorl Sweet,Steve King,Ed Halasey,Open,18
8144,Twin Oaks Country Club,MO,Greene,Springfield,1020 E State Hwy M,65807-6022,,,417-881-1800,$60.00,$60.00,1955,"28,000 (estimated)",Max Arrowood,Max Arrowood,Ty Heidbreder,Reciprocal,18
8145,Pevely Farms Golf Club,MO,Saint Louis,St. Louis,400 Lewis Rd,63025-1653,,pfgolf@gte.net,636-938-7000,$69.00,$59.00,1998,"30,000 (estimated)",Noel Fehr,Noel Fehr,Neal Sanson,Open,18
8146,Stanberry Golf Club,MO,Gentry,Stanberry,Pineview St,64489-,,,660-783-2261,$20.00,$10.00,1984,"27,000 (estimated)",Chuck Buntin,Chuck Buntin,Chuck Buntin,Open,9
8147,Cedar Oak Lodge & Golf Course,MO,Cedar,Stockton,Hwy H,65785-7417,,ronhel@tri-lake.net,417-276-3193,$10.00,$8.50,1972,N/A,Ron Loflin,Ron Loflin,Ron Loflin,Open,9
8148,Stockton Golf & Country Club,MO,Cedar,Stockton,Rb Rd & 39 Hwy,65785-,,,417-276-4563,$13.00,$13.00,1970,N/A,Darrel Whiteside,Darrel Whiteside,Mike Haines,Open,9
8149,Sullivan Country Club,MO,Franklin,Sullivan,900 E Vine St,63080-,,sooup@sidnet.com,573-468-5803,$35.00,$35.00,,"32,000 (estimated)",William Sloup,William Sloup,Ben Franklin,Open,18
8150,Meramec Prairie Course at Tapawingo National Golf Club,MO,Putnam,Sunset Hills,13001 Gary Player Dr,63127-1906,,,636-349-3100,$60.00,$50.00,1994,N/A,Jim Winter,Kevin Triefenbach,Dennis O'Brien,Open,27
8151,Woodland Meramec Course at Tapawingo National Golf Club,MO,Putnam,Sunset Hills,13001 Gary Player Dr,63127-1906,,,636-349-3100,$60.00,$50.00,1994,N/A,Jim Winter,Kevin Triefenbach,Dennis O'Brien,Open,27
8152,Woodland Prairie Course at Tapawingo National Golf Club,MO,Putnam,Sunset Hills,13001 Gary Player Dr,63127-1906,,,636-349-3100,$60.00,$50.00,1994,N/A,Jim Winter,Kevin Triefenbach,Dennis O'Brien,Open,27
8153,Tarkio Golf Club,MO,Atchison,Tarkio,1107 Poplar St,64491-1267,,,660-736-4776,$15.00,$13.00,1968,N/A,Wayne Davidson,Wayne Davidson,Dan Gibler,Open,9
8154,Thayer Country Club,MO,Oregon,Thayer,N Hwy 63,65791-,,,417-264-7854,$15.00,$15.00,1976,N/A,Kenny Nelson,Kenny Nelson,Tom Benyo,Open,9
8155,Tipton Country Club,MO,Moniteau,Tipton,Hwy 50 W,65081-,,,660-433-2321,$18.00,$14.00,1959,N/A,Ed Garber,Ed Garber,Neil Burger,Open,9
8156,Riverside Country Club,MO,Grundy,Trenton,9 1/2 Town & Country Ln,64683-,,,660-359-6004,$15.00,$15.00,,N/A,Shirley Dockery,Shirley Dockery,Randy Web,Open,9
8157,Woods Fort Country Club,MO,Lincoln,Troy,1 Country Club Dr,63379-,,,636-462-6600,$35.00,$30.00,1994,"23,000 (estimated)",Jack Isbell,Jack Isbell,Liff Mennemeyer,Open,18
8158,Birch Creek Golf Club,MO,Franklin,Union,499 N Service Rd,63084-4452,,,636-584-7200,$39.00,$32.00,2001,N/A,Randy Wolff,N/A,Alex Hultz,Open,18
8159,Lake Thunderhead Golf Course,MO,Putnam,Unionville,Wild Flower Dr,63565-3607,,,660-947-3267,$6.00,$6.00,1972,N/A,Bob Carmichael,Bob Carmichael,Bob Carmichael,Closed,9
8160,Unionville Country Club,MO,Putnam,Unionville,Hwy 36,63565-1502,,,660-947-3100,$6.00,$6.00,,N/A,Roscoe Clark,Roscoe Clark,Joe Steele,Open,9
8161,Deer Run Country Club,MO,Carter,Van Buren,Hwy M,63965-,,,573-323-8475,$14.00,$11.00,,N/A,Donald Sloan,Donald Sloan,Donald Sloan,Open,9
8162,Vandalia Country Club,MO,Audrain,Vandalia,Hwy 54 E,63382-2109,,,573-594-6666,$15.00,$12.00,1958,"15,000 (estimated)",Steve Brookshire,Steve Brookshire,Scott Hanson,Closed,9
8163,Rolling Hills Country Club,MO,Morgan,Versailles,Hwy 5,65084-,,,573-378-5109,$22.00,$22.00,1974,N/A,Nathan Ross,Nathan Ross,David Burke,Open,18
8164,Viburnum Golf & Country Club,MO,Iron,Viburnum,Hwy Y,65566-0506,,,573-244-5688,$17.00,$13.00,1974,N/A,Marquita Ruck,Marquita Ruck,Kris Kight,Open,9
8165,Hidden Pines Country Club,MO,Johnson,Warrensburg,W Pine St,64093-,,,660-747-8817,$30.00,$25.00,1968,N/A,Jim Wilson,N/A,Brian Graham,Reciprocal,18
8166,Keth Memorial Golf Course,MO,Johnson,Warrensburg,S Holden & Hale Lake Rd,64093-,,,660-543-4182,$13.00,$11.00,1972,N/A,Tim Poe,Tim Poe,Jason Synder,Open,18
8167,Country Lake Golf Club,MO,Warren,Warrenton,15 Country Lake Dr,63383-2108,,,636-456-1165,$28.00,$23.00,1993,N/A,Mike R. Rutter,Mike R. Rutter,Tom Wiedemeier,Open,18
8168,Warrenton Golf Course,MO,Warren,Warrenton,2000 Hwy 47 S,63383-9801,http://www.warrentongolfcourse.com,keith_luecke@warrentongolfcourse.com,636-456-8726,$19.00,$14.00,1969,N/A,Kevin Luecke,N/A,Keith Luecke,Open,18
8169,Shawnee Bend Golf Club,MO,Benton,Warsaw,Shawnee Bend State Park,65355-,,sbgc@advertisnet.com,660-438-6115,$15.00,$13.00,1985,"16,000 (estimated)",Jacqueline Kellner,Jacqueline Kellner,Lanny Greer,Open,9
8170,Elmwood Golf Course,MO,Franklin,Washington,9 Elmwood Estates Dr,63090-5409,,,636-239-6841,$16.00,$15.00,1966,"22,000 (estimated)",Randy Ziegler,Cary Ziegler,Randy Ziegler,Open,9
8171,Franklin County Country Club,MO,Franklin,Washington,6413 Country Club Rd,63090-4321,,,636-239-6678,$35.00,$25.00,1924,"32,000 (estimated)",Mike Cummings,Mike Cummings,Bill Voyles,Reciprocal,18
8172,Persimmon Woods Golf Club,MO,Saint Charles,Weldon Spring,6401 Weldon Spring Rd,63304-8144,,,636-926-8841,$50.00,$40.00,1998,"29,000 (estimated)",Jeff Whitfield,Michael Spaulding,Rob Ritchey,Closed,18
8173,Bear Creek Golf Club,MO,Saint Charles,Wentzville,158 Bear Creek Dr,63385-3355,http://www.bearcreekgolf.com,bearcgc@aol.com,636-332-5018,$49.00,$37.00,1998,"30,000 (estimated)",Kirk Porter,Kirk Porter,Brad Garrett,Open,18
8174,Golf Club Of Wentzville,MO,Saint Charles,Wentzville,1601 Hepperman,63385-4390,,,636-332-0500,$36.00,$28.00,1999,N/A,Dennis Walters,Dennis Walters Jr.,Dan Bishop,Open,18
8175,West Plains Country Club,MO,Howell,West Plains,1402 Country Club Dr,65775-,,,417-256-7197,$32.00,$32.00,1926,"26,000 (estimated)",Brendon Cooper,Brenden Cooper,Gary Brown,Open,18
8176,West Plains Municipal Golf Course,MO,Howell,West Plains,Howell County Bb Hwy,65775-,,,417-256-9824,$14.00,$14.00,1990,"42,000 (estimated)",Kevin Alsup,Kevin Alsup,Robert Harris,Open,9
8177,Shadow Lake Golf Course,MO,Hickory,Wheatland,Rte 2,65779-0001,,shadowlake@positech.net,417-282-6544,$32.00,$29.00,1978,N/A,Lynn Wilson,N/A,Craig Wilson,Open,18
8178,Royal Oaks Golf Course,MO,Johnson,Whiteman Afb,Knobnoster State Park,65305-,,,660-687-5572,$16.00,$16.00,1956,"15,000 (estimated)",Phil Denham,Phil Denham,Gene Libby,Closed,18
8179,Green Hills Country Club,MO,Greene,Willard,W Hwy 160,65781-9801,,,417-742-3086,$20.00,$20.00,1969,"40,000 (estimated)",Mike Rifenbark,Mike Rifenbark,Scott Hawk,Closed,18
8180,Willow Springs Municipal Golf Course,MO,Howell,Willow Springs,N Hwy 137,65793-3423,,,417-469-1214,$12.00,$7.00,1970,N/A,Kim Wake,Kim Wake,Larry Bennett,Reciprocal,9
8181,Medalist at Avalon,TN,Loudon,Lenoir City,1299 Oak Chase Blvd,37772-,http://www.avalongolf.com,info@avalongolf.com,423-986-4653,$48.00,$38.00,1997,"30,000 (estimated)",Greg Nesbitt,Greg Nesbitt,Steve Mitchell,Open,18
8182,Windtree Golf Course,TN,Wilson,Mount Juliet,810 Nonaville Rd,37122-,http://www.windtreegolf.com,lancelewis@linkscorp.com,615-754-4653,$30.00,$24.00,1991,N/A,Lance S. Lewis,Rob Browning,Jeff Madsen,Open,18
8183,Centennial Golf Course,TN,Anderson,Oak Ridge,100 Centennial Blvd,37830-,http://www.Centennialgc.com,info@centennialgc.com,423-483-2291,$42.99,$35.99,1996,N/A,Mike Shearer,Mike Cutler,Brian Hall,Open,18
8184,Shiloh Golf Course,TN,Hardin,Adamsville,2915 Caney Ranch Rd,38310-,,,901-632-0678,$19.50,$18.50,1969,N/A,Jenny Farley,Jenny Farley,Carol McGowen,Open,18
8185,Crockett Golf & Country Club,TN,Crockett,Alamo,Egghill Rd,38001-,,,901-696-8646,$12.00,$12.00,1972,N/A,Jim Mays,Jim Mays,Jim Mays,Reciprocal,9
8186,Green Meadow Country Club,TN,Blount,Alcoa,1700 Louisville Rd,37701-,,,423-982-0391,$30.00,$25.00,1927,"30,000 (estimated)",Jim Madden,Brad Pullin,JD Murr,Reciprocal,18
8187,Arnold Golf Course,TN,Coffee,Arnold Afb,Bldg 2815,37389-,,,931-455-5870,$16.00,$14.00,1940,"12,000 (estimated)",Craig Landes,Craig Landes,Stanley Hill,Closed,9
8188,Sycamore Valley Golf Course,TN,Cheatham,Ashland City,1 Fairway Ln,37015-2808,,,615-792-7863,$26.00,$20.00,1968,"15,000 (estimated)",Reginal Hunter,Reginal Hunter,Eric Hinkle,Open,18
8189,Ridgewood Golf Club,TN,Mc Minn,Athens,387 County Rd,37303-6270,,,423-263-5672,$22.00,$17.00,1960,N/A,Brian Ford,Brian Ford,Scott Hewitt,Open,18
8190,White Oaks Golf Course,TN,Mc Minn,Athens,705 County Rd 105,37303-6719,,,423-745-3349,$23.00,$19.00,1991,N/A,Don Wyatt,Don Wyatt,Richard Davis,Open,18
8191,Baneberry Golf & Resort,TN,Jefferson,Baneberry,704 Harrison Ferry Rd,37890-4931,http://www.baneberrygolf.com,golfrest@baneberrygolf.com,865-674-2500,$17.00,$14.00,1972,"30,000 (estimated)",Tom Kammann,Derek Brooks,Randall Irwin,Open,18
8192,Quail Ridge Golf Course,TN,Shelby,Bartlett,4055 Altruria Rd,38135-5101,,,901-386-6951,$50.00,$35.00,1993,"42,000 (estimated)",Brad Olsen,Brad Olsen,Jeff Case,Open,18
8193,Clinchview Golf & Country Club,TN,Grainger,Bean Station,Hwy 11 W,37708-,,,423-993-2892,$18.00,$15.00,1969,"40,000 (estimated)",Trey Herrington,Trey Herrington,Kelly Kick,Open,18
8194,Lake Woods Course at Tri Cities Golf Course,TN,Sullivan,Blountville,2354 Feathers Chapel Rd,37617-5573,,,423-323-4178,$25.00,$20.00,1983,"60,000 (estimated)",Bob Jones,Fred Minor,Fred Minor,Open,27
8195,Pines Lake Course at Tri Cities Golf Course,TN,Sullivan,Blountville,2354 Feathers Chapel Rd,37617-5573,,,423-323-4178,$25.00,$20.00,1970,"60,000 (estimated)",Bob Jones,Fred Minor,Fred Minor,Open,27
8196,Woods Pines Course at Tri Cities Golf Course,TN,Sullivan,Blountville,2354 Feathers Chapel Rd,37617-5573,,,423-323-4178,$25.00,$20.00,1970,"60,000 (estimated)",Bob Jones,Fred Minor,Fred Minor,Open,27
8197,Hardeman County Golf & Country Club,TN,Hardeman,Bolivar,215 Country Club Ln,38008-,,,901-658-2731,$15.00,$15.00,1966,N/A,Luther Smith,Luther Smith,Luther Smith,Reciprocal,9
8198,Brentwood Country Club,TN,Williamson,Brentwood,5120 Country Club Dr,37027-,,,615-373-9922,$50.00,$50.00,1987,N/A,Chris Mihalick,John Bridgeman,Phil Luckett,Closed,18
8199,Governors Club,TN,Davidson,Brentwood,9681 Concord Rd,37027-,http://www.thegovernorsclub.com,,615-776-4311,N/A,N/A,2000,"14,000 (estimated)",Tim Manus,Scott Bailey,Scott McNeer,Only with a Member,18
8200,Nashville Golf & Athletic Club,TN,Williamson,Brentwood,8231 Moore's Ln E,37027-,,,615-370-3346,$50.00,$50.00,1972,"43,000 (estimated)",Brian Jorgenson,Brian Jorgenson,Wayne Pennager,Reciprocal,18
8201,Country Club of Bristol,TN,Sullivan,Bristol,6045 Old Jonesboro Rd,37620-,,,423-652-1703,$35.00,$30.00,1959,"37,000 (estimated)",Ed Richard,Steve Hanson,Tim Jesse,Reciprocal,18
8202,Steel Creek Golf Course,TN,Sullivan,Bristol,20 Little Ln,37620-7240,,,423-764-6411,$18.00,$18.00,1965,"15,000 (estimated)",Dick Gurley,Dick Gurley,Gerald Phelps,Open,9
8203,Brownsville Country Club,TN,Haywood,Brownsville,1249 Country Club Rd,38012-,,,901-772-4146,$18.00,$18.00,1965,N/A,Teresa Smith,N/A,Larry Livingston,Reciprocal,18
8204,Paris Landing State Park Golf Course,TN,Henry,Buchanan,Route 1,38222-,,,901-644-1332,$20.00,$19.00,1971,"30,000 (estimated)",Keith Hickman,Keith Hickman,Dwyane Hicks,Open,18
8205,Montgomery Bell State Park Golf Course,TN,Dickson,Burns,800 Hotel Ave,37029-,,,615-797-2578,$22.00,$20.00,N/A,N/A,Darrell Hartsfield,Darrell Hartsfield,Jim Hassel,Open,18
8206,Magic Valley Golf Course,TN,Benton,Camden,Eva Rd,38320-,,,901-584-9964,$20.00,$14.00,,N/A,Steve Hickey,Steve Hickey,Steve Hickey,Open,9
8207,Falcon Ridge Golf Club,TN,Henderson,Cedar Grove,400 Summit Chase,38321-,http://www.golffalconridge.com,infofrgc@golffalconridge.com,731-968-1212,$43.35,$36.94,1999,N/A,Brandy Wood,N/A,Mike Kent,Open,18
8208,Skyview Country Club,TN,Hickman,Centerville,2351 Skyview Dr,37033-1078,,,931-729-2444,$15.00,$15.00,1940,N/A,Buzz Maddox,Buzz Maddox,Don Slaughter,Reciprocal,9
8209,Buford Ellington Golf Course,TN,Marshall,Chapel Hill,Hwy 31a,37034-,,,931-364-2319,$22.00,$20.00,1962,N/A,Kerry Blanton,Kerry Blanton,Dan Sweeney,Open,18
8210,Black Creek Club,TN,Hamilton,Chattanooga,4700 Cummings Cove Dr,37419-2175,http://www.blackcreekclub.com,membership@blackcreekclub.com,423-822-2582,$75.00,$75.00,2000,"17,500 (estimated)",Rob Riddle,Bruce Bowen,Scott Wicker,Only with a Member,18
8211,Brainerd Golf Course,TN,Hamilton,Chattanooga,5203 Old Mission Rd,37411-3442,,,423-855-2692,$17.00,$13.00,1926,"65,000 (estimated)",Eddie Taylor,Doyle Chadwick,Chip Ward,Open,18
8212,Brown Acres Golf Course,TN,Hamilton,Chattanooga,406 Brown Rd,37421-3955,,,423-855-2680,$20.00,$15.00,1971,N/A,Tom Skyles,Tom Skyles,Pat Skinner,Open,18
8213,Chattanooga Golf & Country Club,TN,Hamilton,Chattanooga,1511 Riverview Rd,37405-,,cgccshop@aol.com,423-266-1049,$55.00,$45.00,1896,"25,000 (estimated)",Tony Lammachia,Bruce Etter,Jeff Hollister,Closed,18
8214,Concord Golf Club,TN,Hamilton,Chattanooga,7 Radmoor Ln,37421-4080,,,423-894-4536,$13.00,$11.00,1968,N/A,Don Brooks,Mike Bennett,Don Brooks,Open,18
8215,Council Fire Golf Club,TN,Hamilton,Chattanooga,100 Council Fire Dr,37421-,,,423-499-6300,$100.00,$90.00,1991,"20,000 (estimated)",Hunt Gilliland,Richard Rebne,Gary Weller,Closed,18
8216,Eagle Bluff Golf Club,TN,Hamilton,Chattanooga,5808 Clubhouse Dr,37416-1096,http://www.eaglebluffgolf.com,brettr@eaglebluffgolf.com,423-326-0202,$38.00,$30.00,1995,"20,000 (estimated)",Frank Healy,Brett Richards,Kevin Bartenfield,Open,18
8217,Eastgate Golf Center,TN,Hamilton,Chattanooga,Brainerd Rd,37414-4012,,,423-892-5464,$12.00,$10.00,1963,"11,000 (estimated)",Charlie Nichols,Charlie Nichols,Charlie Nichols,Open,10
8218,Hickory Valley Golf Club,TN,Hamilton,Chattanooga,2453 Hickory Valley Rd,37421-6712,,,423-894-1576,$20.00,$15.00,1969,"15,000 (estimated)","Dan Tribble, Jr.","Dan Tribble, Jr.","Dan Tribble, Jr.",Open,9
8219,Moccasin Bend Golf Club,TN,Hamilton,Chattanooga,381 Moccasin Bend Rd,37405-4408,,wggolff@aol.com,423-267-3585,$19.00,$17.00,1966,"50,000 (estimated)",Wes Brown,Devere Keller,Alan Henlsey,Open,18
8220,Quarry Golf Course,TN,Hamilton,Chattanooga,1001 Reads Lake Rd,37415-2056,,,423-875-8888,$18.00,$15.00,1972,N/A,Jack Norris,Jack Norris,Jack Norris,Open,9
8221,Fodder Stack Chimney Top Course at Graysburg Hills Golf Course,TN,Greene,Chuckey,910 Graysbung Hills Rd,37641-3955,,,423-234-8061,$26.00,$20.00,1994,"40,000 (estimated)",Fred Stewart,Steve Munson,Dave Stewart,Open,27
8222,Knobs Chimney Top Course at Graysburg Hills Golf Course,TN,Greene,Chuckey,910 Graysbung Hills Rd,37641-3955,,,423-234-8061,$26.00,$20.00,1994,"40,000 (estimated)",Fred Stewart,Steve Munson,Dave Stewart,Open,27
8223,Knobs Fodder Stack Course at Graysburg Hills Golf Course,TN,Greene,Chuckey,910 Graysbung Hills Rd,37641-3955,,,423-234-8061,$26.00,$20.00,1978,"40,000 (estimated)",Fred Stewart,Steve Munson,Dave Stewart,Open,27
8224,Twin Creeks Golf Course,TN,Greene,Chuckey,90 Chuckey Hwy,37641-5364,,,423-257-5192,$30.00,$26.00,1965,N/A,Lynna Rader,N/A,Huey Rader,Open,18
8225,Silver Lake Golf Club,TN,Hawkins,Church Hill,450 Silver Lake Rd,37642-3606,,,423-357-9940,$12.00,$10.00,1975,N/A,Tommy Morrison,Tommy Morrison,Ed Bartley,Open,9
8226,Clarksville Country Club,TN,Montgomery,Clarksville,334 Fairway Dr,37043-,,,931-647-4300,$40.00,$40.00,1965,"24,000 (estimated)",Mark Cagle,Jim Schacht,Henry Lane,Reciprocal,18
8227,Eighteen Hole Course at Eastland Green South,TN,Montgomery,Clarksville,4674 Sango Rd,37043-7207,,,931-358-5092,$20.00,$15.00,N/A,N/A,Jim Robinson,Jim Robinson,Kenneth Hulsey,Open,27
8228,Mason Rudolph Golf Course,TN,Montgomery,Clarksville,1514 Golf Club Ln,37043-4804,,,931-645-7479,$12.00,$12.00,1960,N/A,Jeff Vaugh,Jeff Vaugh,Fowler Goodowens,Open,9
8229,Nine Hole Course at Eastland Green South,TN,Montgomery,Clarksville,4674 Sango Rd,37043-7207,,,931-358-5092,$12.00,$10.00,1994,N/A,Jim Robinson,Jim Robinson,Kenneth Hulsey,Open,27
8230,Swan Lake Municipal Golf Course,TN,Montgomery,Clarksville,581 Dunbar Cave Rd,37043-6036,,,931-648-0479,$14.00,$14.00,1963,N/A,Jeff Vaughn,Jeff Vaughn,Fowler Goodowen,Open,18
8231,Chatata Valley Golf Course,TN,Bradley,Cleveland,4179 Benton Pike Ne,37323-5120,,,423-339-9784,$27.00,$24.00,1993,"25,000 (estimated)",Joe Starr,N/A,Marvin Davis,Open,18
8232,Cherokee Springs Golf Course,TN,Bradley,Cleveland,3855 Dalton Pike Se,37323-,,,423-559-3348,$15.00,$12.00,1954,"28,000 (estimated)",Howell Kerr,Howell Kerr,Jeff Skinner,Open,18
8233,Cleveland Country Club,TN,Bradley,Cleveland,Kyle Ln,37311-6441,,,423-336-3566,$45.00,$35.00,1968,"28,000 (estimated)",Bill Hamrick,Keith Hight,Leslie Marlow,Reciprocal,18
8234,Bear Trace at Ross Creek Landing,TN,Wayne,Clifton,110 Airport Rd,38425-9017,http://www.beartrace.com/rosscreek/,,931-676-3174,N/A,N/A,2001,N/A,Not Available,Not Available,Rusty Porter,Open,18
8235,Graymere Country Club,TN,Maury,Columbia,2100 Country Club Ln,38401-,,,931-388-4422,$40.00,$30.00,1927,"13,000 (estimated)",Lincoln Brown,Chip Taylor,Willy Pewitt,Reciprocal,18
8236,Stoneybrook Golf Club,TN,Maury,Columbia,119 Stoneybrook Rd,38401-,,,931-388-5143,$16.00,$16.00,1975,N/A,Jerry Brunson,Jerry Brunson,Don Fly,Open,18
8237,Belle Acres Golf Course,TN,Putnam,Cookeville,901 E Broad St,38501-3660,,,931-526-8834,$10.00,$10.00,1930,N/A,J.B. Rittenberry,Robert Agee,Raymond Randolph,Open,9
8238,Cookeville Country Club,TN,Putnam,Cookeville,1500 Country Club Rd,38501-,,,931-528-2419,$38.00,$28.00,1947,"15,000 (estimated)",Louis Fellers,Scott Lundeen,Chad Malone,Reciprocal,18
8239,Ironwood Golf Course,TN,Putnam,Cookeville,3801 Ironwood Rd,38501-7741,,,931-528-2331,$12.00,$12.00,1970,"45,000 (estimated)",Bobby Nichols,Bobby Nichols,Harold Kolbe,Open,18
8240,White Plains Golf Course,TN,Putnam,Cookeville,4000 Plantation Dr,38506-6102,,wpgc@citlink.net,931-537-6397,$24.00,$18.00,1988,N/A,Jeff Jackson,Jeff Jackson,Harry Stewart,Open,18
8241,Copper Basin Golf Club,TN,Polk,Copperhill,Hwy 64,37317-6412,,,423-496-3579,$14.00,$11.00,1921,N/A,Buford Ramey,Buford Ramey,Buford Ramey,Open,9
8242,Cordova Club Golf Course,TN,Shelby,Cordova,7363 Crystal Lake Dr,38018-1830,,,901-758-8188,$30.00,$25.00,1992,"24,000 (estimated)",Alex Trainer,Mike Laird,Mike Sims,Open,18
8243,North Course at Colonial Country Club,TN,Shelby,Cordova,2736 Country Wood Pkwy,38018-4532,,,901-382-0084,$87.00,$87.00,1970,"42,000 (estimated)",Dean Alexander,Dean Alexander,Jim Thomas,Closed,36
8244,South Course at Colonial Country Club,TN,Shelby,Cordova,2736 Country Wood Pkwy,38018-4532,,,901-382-0084,$87.00,$87.00,1970,"42,000 (estimated)",Dean Alexander,Dean Alexander,Jim Thomas,Closed,36
8245,Hazelburn Golf Course,TN,Marshall,Cornersville,State Route 129,37047-5131,,,931-293-4653,$20.00,$20.00,1997,N/A,Billy Coble,Chip Abernathy,Chip Abernathy,Open,9
8246,Covington Country Club,TN,Tipton,Covington,1880 S Main,38019-,,,901-476-8676,$20.00,$10.00,1930,N/A,Jackie Harsta,Jim Bedwell,Jim Bedwell,Reciprocal,18
8247,Briarwood Course at Cumberland Gardens Resort,TN,Cumberland,Crab Orchard,Hwy 70 E,37723-,,gardens@usit.net,931-484-5285,$38.00,$32.00,1988,"30,000 (estimated)",Ruth Garey,Mike Shearer,Jonathan Terry,Open,18
8248,Bear Trace at Cumberland Mountain State Park,TN,Cumberland,Crossville,407 Wild Plum Ln,38555-1117,,,931-707-1640,$59.00,$59.00,1998,N/A,Jeff Houston,Jeff Houston,Tom Humphrey,Open,18
8249,Deer Creek Golf Club,TN,Cumberland,Crossville,445 Deer Creek Dr,38558-0281,,,931-456-0178,$37.00,$29.00,1990,"30,000 (estimated)",Jim Draber,Jim Draber,Johnathan Casey,Open,18
8250,Lake Tansi Village Country Club,TN,Cumberland,Crossville,2476 Dunbar Rd,38555-,,,931-788-3301,$30.00,$30.00,1973,"40,000 (estimated)",Ken Deadmon,Aubrey King,Todd Mathews,Closed,18
8251,River Run Golf Course,TN,Cumberland,Crossville,1701 Tennessee Ave,38555-5719,,,931-456-4060,$34.00,$28.00,1978,"30,000 (estimated)",Louis Anderson,Louis Anderson,Eddie Cox,Open,18
8252,Blue Red Course at Dandridge Golf & Country Club,TN,Jefferson,Dandridge,1247 Stonewall Jackson Dr,37725-,http://www.dandridgegolf.com,proshop@dandridgegolf.com,423-397-2655,$28.00,$28.00,1991,N/A,Jerry Hodge,Jeremy Acuff,Bill Smith,Open,27
